"year_day","created_by_id","premise_id","apartment_id","category_id","priority","performer_id","due_date_hours","assigned_hours","completed_hours"
4,72159,9836,614504,11173,3,4291,72,0,7655
4,46935,9273,628789,11169,3,2434,72,0,14
4,46935,9750,619183,11190,1,2463,72,0,6
4,72159,9787,617148,11173,3,4291,72,0,33
4,72159,9836,614502,11173,3,4291,72,0,7657
4,72159,9836,614517,11173,3,4291,72,0,7659
4,72159,9837,614495,11189,1,4291,72,0,219
4,72159,9729,620352,11149,3,2463,72,0,6616
4,46935,9879,621097,11189,1,8645,72,0,19
4,72159,9790,617111,11173,3,4291,72,0,27
4,72159,9902,616287,11170,,4291,,0,7659
4,72159,9836,614521,11173,3,4291,72,0,7659
4,72159,9836,614512,11173,3,4291,72,0,3
4,72159,9790,617095,11185,1,4291,72,0,33
4,72159,9903,616965,11149,3,2463,72,0,6508
4,72159,9787,,11190,1,4291,72,0,22
4,46935,9667,624052,11149,3,2418,72,0,7659
4,22000,9835,614715,11144,1,8197,72,0,0
4,72159,9903,616979,11149,3,2463,72,0,6509
4,46935,9866,622527,11173,3,8645,72,0,7661
4,46935,9765,618150,11170,3,2463,72,0,6116
4,72159,9643,615382,11173,3,4291,72,0,7661
4,72159,9643,615358,11174,3,2461,72,0,7662
4,72159,9797,616896,11173,3,4291,72,0,7666
4,46935,9653,623118,16493,1,8645,,0,7666
4,72159,9907,614652,11149,3,2463,72,0,7667
